user_id,name,email,signup_date,country,device,transaction_id,amount,payment_method,payment_status,transaction_time,event_id,event_type,event_time,product_id,product_name,category,price
U4,"Priya Singh",user4@gmail.com,2023-11-03,germany,android,NULL,NULL,NULL,NULL,NULL,E3186,click,2023-01-21,P2,"Basic Plan",subscription,10
U4,"Priya Singh",user4@gmail.com,2023-11-03,germany,android,NULL,NULL,NULL,NULL,NULL,E2014,view,2023-12-29,P6,"Email Automation",feature,12
U4,"Priya Singh",user4@gmail.com,2023-11-03,germany,android,NULL,NULL,NULL,NULL,NULL,E2013,view,2023-08-01,P9,"Mobile App",platform,0
U4,"Priya Singh",user4@gmail.com,2023-11-03,germany,android,NULL,NULL,NULL,NULL,NULL,E10,login,2023-03-17,P10,"API Access",platform,18
U4,"Priya Singh",user4@gmail.com,2023-11-03,germany,android,NULL,NULL,NULL,NULL,NULL,E9,login,2023-06-14,P2,"Basic Plan",subscription,10
U4,"Priya Singh",user4@gmail.com,2023-11-03,germany,android,NULL,NULL,NULL,NULL,NULL,E8,login,2023-02-07,P8,"AI Insights",feature,30
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T693,12,"credit card",success,2023-10-16,E3706,add_to_cart,2023-08-22,P0,Unknown,unknown,0
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T693,12,"credit card",success,2023-10-16,E3002,click,2023-04-20,P9,"Mobile App",platform,0
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T693,12,"credit card",success,2023-10-16,E2383,view,2023-02-24,P7,"CRM Tool",feature,20
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T693,12,"credit card",success,2023-10-16,E2382,view,2023-02-22,P9,"Mobile App",platform,0
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T693,12,"credit card",success,2023-10-16,E2381,view,2023-03-07,P10,"API Access",platform,18
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T693,12,"credit card",success,2023-10-16,E11,login,2023-05-21,P3,"Pro Plan",subscription,25
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T333,0,upi,success,2023-09-01,E3706,add_to_cart,2023-08-22,P0,Unknown,unknown,0
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T333,0,upi,success,2023-09-01,E3002,click,2023-04-20,P9,"Mobile App",platform,0
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T333,0,upi,success,2023-09-01,E2383,view,2023-02-24,P7,"CRM Tool",feature,20
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T333,0,upi,success,2023-09-01,E2382,view,2023-02-22,P9,"Mobile App",platform,0
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T333,0,upi,success,2023-09-01,E2381,view,2023-03-07,P10,"API Access",platform,18
U5,"Sneha Kapoor",user5@gmail.com,2023-02-14,germany,android,T333,0,upi,success,2023-09-01,E11,login,2023-05-21,P3,"Pro Plan",subscription,25
U6,"Priya Mehta",user6@gmail.com,2023-11-06,india,web,T710,25,"no payment",failed,2023-04-27,E14,login,2023-07-15,P6,"Email Automation",feature,12
U6,"Priya Mehta",user6@gmail.com,2023-11-06,india,web,T710,25,"no payment",failed,2023-04-27,E13,login,2023-12-31,P9,"Mobile App",platform,0
U6,"Priya Mehta",user6@gmail.com,2023-11-06,india,web,T710,25,"no payment",failed,2023-04-27,E12,login,2023-10-27,P0,Unknown,unknown,0
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T1478,0,"no payment",success,2023-08-31,E3134,click,2023-11-10,P5,"Analytics Dashboard",feature,15
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T1478,0,"no payment",success,2023-08-31,E3133,click,2023-05-25,P7,"CRM Tool",feature,20
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T1478,0,"no payment",success,2023-08-31,E1751,view,2023-09-22,P9,"Mobile App",platform,0
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T1478,0,"no payment",success,2023-08-31,E1750,view,2023-11-03,P1,"Free Plan",subscription,0
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T1478,0,"no payment",success,2023-08-31,E1749,view,2023-04-10,P5,"Analytics Dashboard",feature,15
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T1478,0,"no payment",success,2023-08-31,E17,login,2023-08-09,P10,"API Access",platform,18
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T1478,0,"no payment",success,2023-08-31,E16,login,2023-09-16,P8,"AI Insights",feature,30
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T1478,0,"no payment",success,2023-08-31,E15,login,2023-05-31,P9,"Mobile App",platform,0
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T493,10,upi,success,2023-05-18,E3134,click,2023-11-10,P5,"Analytics Dashboard",feature,15
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T493,10,upi,success,2023-05-18,E3133,click,2023-05-25,P7,"CRM Tool",feature,20
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T493,10,upi,success,2023-05-18,E1751,view,2023-09-22,P9,"Mobile App",platform,0
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T493,10,upi,success,2023-05-18,E1750,view,2023-11-03,P1,"Free Plan",subscription,0
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T493,10,upi,success,2023-05-18,E1749,view,2023-04-10,P5,"Analytics Dashboard",feature,15
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T493,10,upi,success,2023-05-18,E17,login,2023-08-09,P10,"API Access",platform,18
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T493,10,upi,success,2023-05-18,E16,login,2023-09-16,P8,"AI Insights",feature,30
U7,"Rahul Mehta",user7@gmail.com,2023-04-05,us,ios,T493,10,upi,success,2023-05-18,E15,login,2023-05-31,P9,"Mobile App",platform,0
U8,"Amit Kapoor",user8@gmail.com,2023-05-14,us,unknown,NULL,NULL,NULL,NULL,NULL,E3926,purchase,2023-02-19,P1,"Free Plan",subscription,0
U8,"Amit Kapoor",user8@gmail.com,2023-05-14,us,unknown,NULL,NULL,NULL,NULL,NULL,E3814,add_to_cart,2023-12-27,P10,"API Access",platform,18
U8,"Amit Kapoor",user8@gmail.com,2023-05-14,us,unknown,NULL,NULL,NULL,NULL,NULL,E2993,click,2023-07-13,P6,"Email Automation",feature,12
U8,"Amit Kapoor",user8@gmail.com,2023-05-14,us,unknown,NULL,NULL,NULL,NULL,NULL,E2142,view,2023-09-14,P4,"Enterprise Plan",subscription,60
U8,"Amit Kapoor",user8@gmail.com,2023-05-14,us,unknown,NULL,NULL,NULL,NULL,NULL,E2141,view,2023-06-04,P0,Unknown,unknown,0
U8,"Amit Kapoor",user8@gmail.com,2023-05-14,us,unknown,NULL,NULL,NULL,NULL,NULL,E2140,view,2023-07-01,P6,"Email Automation",feature,12
U8,"Amit Kapoor",user8@gmail.com,2023-05-14,us,unknown,NULL,NULL,NULL,NULL,NULL,E18,login,2023-12-02,P2,"Basic Plan",subscription,10
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1895,25,"no payment",success,2023-01-26,E21,login,2023-07-31,P4,"Enterprise Plan",subscription,60
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1895,25,"no payment",success,2023-01-26,E20,login,2023-08-20,P7,"CRM Tool",feature,20
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1895,25,"no payment",success,2023-01-26,E19,login,2023-04-21,P9,"Mobile App",platform,0
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1595,15,"net banking",success,2023-04-08,E21,login,2023-07-31,P4,"Enterprise Plan",subscription,60
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1595,15,"net banking",success,2023-04-08,E20,login,2023-08-20,P7,"CRM Tool",feature,20
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1595,15,"net banking",success,2023-04-08,E19,login,2023-04-21,P9,"Mobile App",platform,0
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1468,60,"no payment",success,2023-02-16,E21,login,2023-07-31,P4,"Enterprise Plan",subscription,60
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1468,60,"no payment",success,2023-02-16,E20,login,2023-08-20,P7,"CRM Tool",feature,20
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1468,60,"no payment",success,2023-02-16,E19,login,2023-04-21,P9,"Mobile App",platform,0
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1309,0,"credit card",success,2023-01-08,E21,login,2023-07-31,P4,"Enterprise Plan",subscription,60
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1309,0,"credit card",success,2023-01-08,E20,login,2023-08-20,P7,"CRM Tool",feature,20
U9,"Isha Verma",user9@gmail.com,2023-08-01,us,ios,T1309,0,"credit card",success,2023-01-08,E19,login,2023-04-21,P9,"Mobile App",platform,0
U10,"Isha Sharma",user10@gmail.com,2023-09-15,germany,ios,T1030,0,"net banking",success,2023-12-27,E23,login,2023-02-18,P7,"CRM Tool",feature,20
U10,"Isha Sharma",user10@gmail.com,2023-09-15,germany,ios,T1030,0,"net banking",success,2023-12-27,E22,login,2023-07-24,P8,"AI Insights",feature,30
U10,"Isha Sharma",user10@gmail.com,2023-09-15,germany,ios,T1014,10,"credit card",success,2023-10-14,E23,login,2023-02-18,P7,"CRM Tool",feature,20
U10,"Isha Sharma",user10@gmail.com,2023-09-15,germany,ios,T1014,10,"credit card",success,2023-10-14,E22,login,2023-07-24,P8,"AI Insights",feature,30
U10,"Isha Sharma",user10@gmail.com,2023-09-15,germany,ios,T387,10,"no payment",success,2023-08-29,E23,login,2023-02-18,P7,"CRM Tool",feature,20
U10,"Isha Sharma",user10@gmail.com,2023-09-15,germany,ios,T387,10,"no payment",success,2023-08-29,E22,login,2023-07-24,P8,"AI Insights",feature,30
U11,"Rahul Mehta",user11@gmail.com,2023-09-21,uk,web,T1852,15,"no payment",success,2023-12-22,E25,login,2023-05-11,P0,Unknown,unknown,0
U11,"Rahul Mehta",user11@gmail.com,2023-09-21,uk,web,T1852,15,"no payment",success,2023-12-22,E24,login,2023-06-10,P7,"CRM Tool",feature,20
U11,"Rahul Mehta",user11@gmail.com,2023-09-21,uk,web,T1516,15,"credit card",success,2023-09-18,E25,login,2023-05-11,P0,Unknown,unknown,0
U11,"Rahul Mehta",user11@gmail.com,2023-09-21,uk,web,T1516,15,"credit card",success,2023-09-18,E24,login,2023-06-10,P7,"CRM Tool",feature,20
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1836,12,"credit card",success,2023-12-31,E2947,click,2023-02-04,P1,"Free Plan",subscription,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1836,12,"credit card",success,2023-12-31,E1996,view,2023-05-25,P10,"API Access",platform,18
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1836,12,"credit card",success,2023-12-31,E1995,view,2023-03-20,P9,"Mobile App",platform,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1836,12,"credit card",success,2023-12-31,E27,login,2023-02-04,P8,"AI Insights",feature,30
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1836,12,"credit card",success,2023-12-31,E26,login,2023-12-18,P3,"Pro Plan",subscription,25
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1517,0,"net banking",success,2023-12-01,E2947,click,2023-02-04,P1,"Free Plan",subscription,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1517,0,"net banking",success,2023-12-01,E1996,view,2023-05-25,P10,"API Access",platform,18
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1517,0,"net banking",success,2023-12-01,E1995,view,2023-03-20,P9,"Mobile App",platform,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1517,0,"net banking",success,2023-12-01,E27,login,2023-02-04,P8,"AI Insights",feature,30
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T1517,0,"net banking",success,2023-12-01,E26,login,2023-12-18,P3,"Pro Plan",subscription,25
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T766,12,"net banking",success,2023-06-30,E2947,click,2023-02-04,P1,"Free Plan",subscription,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T766,12,"net banking",success,2023-06-30,E1996,view,2023-05-25,P10,"API Access",platform,18
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T766,12,"net banking",success,2023-06-30,E1995,view,2023-03-20,P9,"Mobile App",platform,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T766,12,"net banking",success,2023-06-30,E27,login,2023-02-04,P8,"AI Insights",feature,30
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T766,12,"net banking",success,2023-06-30,E26,login,2023-12-18,P3,"Pro Plan",subscription,25
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T311,60,"no payment",success,2023-08-15,E2947,click,2023-02-04,P1,"Free Plan",subscription,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T311,60,"no payment",success,2023-08-15,E1996,view,2023-05-25,P10,"API Access",platform,18
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T311,60,"no payment",success,2023-08-15,E1995,view,2023-03-20,P9,"Mobile App",platform,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T311,60,"no payment",success,2023-08-15,E27,login,2023-02-04,P8,"AI Insights",feature,30
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T311,60,"no payment",success,2023-08-15,E26,login,2023-12-18,P3,"Pro Plan",subscription,25
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T275,0,upi,success,2023-08-05,E2947,click,2023-02-04,P1,"Free Plan",subscription,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T275,0,upi,success,2023-08-05,E1996,view,2023-05-25,P10,"API Access",platform,18
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T275,0,upi,success,2023-08-05,E1995,view,2023-03-20,P9,"Mobile App",platform,0
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T275,0,upi,success,2023-08-05,E27,login,2023-02-04,P8,"AI Insights",feature,30
U12,"Amit Sharma",user12@gmail.com,2023-05-06,us,unknown,T275,0,upi,success,2023-08-05,E26,login,2023-12-18,P3,"Pro Plan",subscription,25
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1735,18,upi,pending,2023-05-29,E2930,click,2023-03-15,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1735,18,upi,pending,2023-05-29,E2595,view,2023-09-08,P3,"Pro Plan",subscription,25
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1735,18,upi,pending,2023-05-29,E2594,view,2023-01-19,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1735,18,upi,pending,2023-05-29,E2593,view,2023-04-30,P10,"API Access",platform,18
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1735,18,upi,pending,2023-05-29,E28,login,2023-02-17,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1373,60,"debit card",success,2023-12-28,E2930,click,2023-03-15,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1373,60,"debit card",success,2023-12-28,E2595,view,2023-09-08,P3,"Pro Plan",subscription,25
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1373,60,"debit card",success,2023-12-28,E2594,view,2023-01-19,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1373,60,"debit card",success,2023-12-28,E2593,view,2023-04-30,P10,"API Access",platform,18
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1373,60,"debit card",success,2023-12-28,E28,login,2023-02-17,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1211,18,"no payment",success,2023-07-14,E2930,click,2023-03-15,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1211,18,"no payment",success,2023-07-14,E2595,view,2023-09-08,P3,"Pro Plan",subscription,25
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1211,18,"no payment",success,2023-07-14,E2594,view,2023-01-19,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1211,18,"no payment",success,2023-07-14,E2593,view,2023-04-30,P10,"API Access",platform,18
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1211,18,"no payment",success,2023-07-14,E28,login,2023-02-17,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1098,60,"credit card",success,2023-02-28,E2930,click,2023-03-15,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1098,60,"credit card",success,2023-02-28,E2595,view,2023-09-08,P3,"Pro Plan",subscription,25
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1098,60,"credit card",success,2023-02-28,E2594,view,2023-01-19,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1098,60,"credit card",success,2023-02-28,E2593,view,2023-04-30,P10,"API Access",platform,18
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1098,60,"credit card",success,2023-02-28,E28,login,2023-02-17,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1034,15,"no payment",success,2023-11-27,E2930,click,2023-03-15,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1034,15,"no payment",success,2023-11-27,E2595,view,2023-09-08,P3,"Pro Plan",subscription,25
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1034,15,"no payment",success,2023-11-27,E2594,view,2023-01-19,P2,"Basic Plan",subscription,10
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1034,15,"no payment",success,2023-11-27,E2593,view,2023-04-30,P10,"API Access",platform,18
U13,"Neha Nair",user13@gmail.com,2023-05-16,unknown,unknown,T1034,15,"no payment",success,2023-11-27,E28,login,2023-02-17,P2,"Basic Plan",subscription,10
U14,"Karan Mehta",user14@gmail.com,2023-07-23,germany,web,T1177,30,"no payment",pending,2023-11-25,E30,login,2023-10-12,P3,"Pro Plan",subscription,25
U14,"Karan Mehta",user14@gmail.com,2023-07-23,germany,web,T1177,30,"no payment",pending,2023-11-25,E29,login,2023-07-10,P2,"Basic Plan",subscription,10
U14,"Karan Mehta",user14@gmail.com,2023-07-23,germany,web,T965,0,"credit card",success,2023-06-06,E30,login,2023-10-12,P3,"Pro Plan",subscription,25
U14,"Karan Mehta",user14@gmail.com,2023-07-23,germany,web,T965,0,"credit card",success,2023-06-06,E29,login,2023-07-10,P2,"Basic Plan",subscription,10
U15,"Arjun Verma",user15@gmail.com,2023-01-03,india,ios,T1702,25,"net banking",failed,2023-11-15,E3955,purchase,2023-04-19,P2,"Basic Plan",subscription,10
U15,"Arjun Verma",user15@gmail.com,2023-01-03,india,ios,T1702,25,"net banking",failed,2023-11-15,E3756,add_to_cart,2023-04-21,P3,"Pro Plan",subscription,25
U15,"Arjun Verma",user15@gmail.com,2023-01-03,india,ios,T1702,25,"net banking",failed,2023-11-15,E3065,click,2023-05-02,P9,"Mobile App",platform,0
U15,"Arjun Verma",user15@gmail.com,2023-01-03,india,ios,T1702,25,"net banking",failed,2023-11-15,E2664,view,2023-08-30,P2,"Basic Plan",subscription,10
U15,"Arjun Verma",user15@gmail.com,2023-01-03,india,ios,T1702,25,"net banking",failed,2023-11-15,E2663,view,2023-04-23,P7,"CRM Tool",feature,20
U15,"Arjun Verma",user15@gmail.com,2023-01-03,india,ios,T1702,25,"net banking",failed,2023-11-15,E2662,view,2023-04-13,P7,"CRM Tool",feature,20
U15,"Arjun Verma",user15@gmail.com,2023-01-03,india,ios,T1702,25,"net banking",failed,2023-11-15,E31,login,2023-10-15,P10,"API Access",platform,18
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1522,60,"no payment",success,2023-05-20,E3128,click,2023-02-15,P3,"Pro Plan",subscription,25
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1522,60,"no payment",success,2023-05-20,E3127,click,2023-08-28,P6,"Email Automation",feature,12
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1522,60,"no payment",success,2023-05-20,E2236,view,2023-09-12,P8,"AI Insights",feature,30
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1522,60,"no payment",success,2023-05-20,E34,login,2023-12-07,P6,"Email Automation",feature,12
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1522,60,"no payment",success,2023-05-20,E33,login,2023-07-30,P2,"Basic Plan",subscription,10
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1522,60,"no payment",success,2023-05-20,E32,login,2023-12-10,P6,"Email Automation",feature,12
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1230,20,"net banking",failed,2023-10-20,E3128,click,2023-02-15,P3,"Pro Plan",subscription,25
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1230,20,"net banking",failed,2023-10-20,E3127,click,2023-08-28,P6,"Email Automation",feature,12
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1230,20,"net banking",failed,2023-10-20,E2236,view,2023-09-12,P8,"AI Insights",feature,30
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1230,20,"net banking",failed,2023-10-20,E34,login,2023-12-07,P6,"Email Automation",feature,12
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1230,20,"net banking",failed,2023-10-20,E33,login,2023-07-30,P2,"Basic Plan",subscription,10
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T1230,20,"net banking",failed,2023-10-20,E32,login,2023-12-10,P6,"Email Automation",feature,12
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T856,0,"credit card",success,2023-12-18,E3128,click,2023-02-15,P3,"Pro Plan",subscription,25
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T856,0,"credit card",success,2023-12-18,E3127,click,2023-08-28,P6,"Email Automation",feature,12
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T856,0,"credit card",success,2023-12-18,E2236,view,2023-09-12,P8,"AI Insights",feature,30
U16,"Sneha Sharma",user16@gmail.com,2023-06-15,uk,ios,T856,0,"credit card",success,2023-12-18,E34,login,2023-12-07,P6,"Email Automation",feature,12
